시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명,해제사유발생일
강원도 고성군 간성읍 상리,501,501,0,동해2,72.42,202103,12,"6,200",1,1990,수성로 90,
강원도 고성군 간성읍 상리,501,501,0,동해2,57.48,202103,17,"6,350",1,1990,수성로 90,
강원도 고성군 간성읍 신안리,111,111,0,고성삼익레스타운,39.36,202103,12,"7,300",10,1998,남천마루2길 6,
강원도 고성군 간성읍 신안리,111,111,0,고성삼익레스타운,59.68,202103,17,"11,000",12,1998,남천마루2길 6,
강원도 고성군 간성읍 신안리,111,111,0,고성삼익레스타운,59.68,202103,17,"11,200",15,1998,남천마루2길 6,
강원도 고성군 간성읍 신안리,111,111,0,고성삼익레스타운,39.36,202103,19,"7,050",14,1998,남천마루2길 6,
강원도 고성군 간성읍 신안리,111,111,0,고성삼익레스타운,59.68,202103,23,"11,000",6,1998,남천마루2길 6,
강원도 고성군 거진읍 거진리,428-5,428,5,동진,56.13,202103,19,"5,000",2,1989,거탄진로 21,
강원도 고성군 거진읍 송포리,165,165,0,거진오션상떼빌,70.64,202103,6,"23,000",12,2006,해오름해변길 70,
강원도 고성군 토성면 청간리,217,217,0,유진클래시움,37.65,202103,6,"9,800",14,2006,아야진해변길 1,
강원도 고성군 토성면 청간리,217,217,0,유진클래시움,49.8,202103,13,"15,500",10,2006,아야진해변길 1,
강원도 고성군 토성면 청간리,217,217,0,유진클래시움,37.65,202103,15,"8,600",4,2006,아야진해변길 1,
강원도 고성군 토성면 청간리,217,217,0,유진클래시움,49.8,202103,15,"16,000",7,2006,아야진해변길 1,
강원도 고성군 토성면 청간리,217,217,0,유진클래시움,37.65,202103,20,"11,000",5,2006,아야진해변길 1,
강원도 동해시 구미동,521,521,0,현진,52.06,202103,2,"5,550",12,1995,구미4길 1,
강원도 동해시 구미동,521,521,0,현진,39.97,202103,10,"3,000",6,1995,구미4길 1,
강원도 동해시 동회동,442,442,0,"대동1,2차",59.3575,202103,5,"7,750",11,1995,청운1길 29,
강원도 동해시 동회동,442,442,0,"대동1,2차",59.97,202103,13,"7,500",2,1995,청운1길 29,
강원도 동해시 동회동,442,442,0,"대동1,2차",73.4675,202103,15,"9,800",12,1995,청운1길 29,
강원도 동해시 동회동,442,442,0,대동3차,59.3575,202103,11,"6,900",13,1996,청운1길 29,
강원도 동해시 동회동,442,442,0,현대4차,84.5525,202103,1,"15,750",4,1998,청운1길 29,
강원도 동해시 동회동,442,442,0,현대5차,84.9562,202103,13,"15,650",8,1999,청운1길 29,
강원도 동해시 동회동,442,442,0,현대5차,134.783,202103,16,"20,000",19,1999,청운1길 29,
강원도 동해시 발한동,599-45,599,45,경민1차,68.58,202103,15,"6,650",2,1990,수원지2길 12-9,
강원도 동해시 발한동,334-1,334,1,삼성,84.99,202103,9,"9,000",8,1996,해안로 605,
강원도 동해시 발한동,599-1,599,1,우석1차,32.28,202103,20,"3,000",1,1985,수원지2길 17-4,
강원도 동해시 발한동,801,801,0,현대비에스앤씨 현대썬앤빌 동해파크힐,59.8993,202103,2,"18,200",16,2018,지리골길 31,
강원도 동해시 발한동,801,801,0,현대비에스앤씨 현대썬앤빌 동해파크힐,59.8993,202103,10,"20,200",14,2018,지리골길 31,
강원도 동해시 부곡동,95-22,95,22,동화,62.35,202103,17,"4,900",3,1982,발한로 31-5,
강원도 동해시 부곡동,112,112,0,삼정(다라),44.52,202103,4,"4,750",1,1986,부곡3길 22,
강원도 동해시 부곡동,Feb-31,31,2,삼화미성,58.83,202103,5,"5,300",1,1991,부곡4길 10,
강원도 동해시 부곡동,Feb-31,31,2,삼화미성,49.89,202103,11,"5,200",1,1991,부곡4길 10,
강원도 동해시 부곡동,Feb-31,31,2,삼화미성,58.83,202103,13,"5,250",3,1991,부곡4길 10,
강원도 동해시 부곡동,Feb-31,31,2,삼화미성,58.83,202103,16,"5,300",4,1991,부곡4길 10,
강원도 동해시 부곡동,80,80,0,선샤인파크,84.99,202103,11,"12,750",11,2005,임항로 10,
강원도 동해시 북평동,327,327,0,e편한세상동해,84.98,202103,11,"28,500",13,2020,단봉길 39,
강원도 동해시 북평동,327,327,0,e편한세상동해,78.88,202103,21,"23,720",3,2020,단봉길 39,
강원도 동해시 쇄운동,1100,1100,0,아름다운아침,39.08,202103,5,"6,100",11,2012,효자로 572-1,
강원도 동해시 쇄운동,1100,1100,0,아름다운아침,49.95,202103,5,"7,000",14,2012,효자로 572-1,
강원도 동해시 쇄운동,1100,1100,0,아름다운아침,39.08,202103,10,"5,500",9,2012,효자로 572-1,
강원도 동해시 쇄운동,1100,1100,0,아름다운아침,39.08,202103,15,"5,800",4,2012,효자로 572-1,
강원도 동해시 쇄운동,1100,1100,0,아름다운아침,60,202103,20,"8,100",13,2012,효자로 572-1,
강원도 동해시 어달동,1-83,1,83,삼본임대,40.965,202103,6,"5,800",5,1996,해맞이길 231,
강원도 동해시 용정동,260-2,260,2,범주성지,46.29,202103,5,"6,800",6,1996,초원2길 5,
강원도 동해시 용정동,260-2,260,2,범주성지,53.75,202103,13,"6,000",1,1996,초원2길 5,
강원도 동해시 용정동,260-2,260,2,범주성지,59.92,202103,16,"6,300",2,1996,초원2길 5,
강원도 동해시 용정동,260-2,260,2,범주성지,59.92,202103,23,"7,000",1,1996,초원2길 5,
강원도 동해시 이도동,302-6,302,6,강변,49.275,202103,8,"4,800",5,1996,전천로 175-24,
강원도 동해시 이도동,751,751,0,동해아이파크,84.98,202103,3,"24,800",3,2018,배골길 32-4,
강원도 동해시 이도동,751,751,0,동해아이파크,75.96,202103,12,"22,500",6,2018,배골길 32-4,
강원도 동해시 이도동,751,751,0,동해아이파크,75.92,202103,15,"20,500",1,2018,배골길 32-4,
강원도 동해시 이도동,751,751,0,동해아이파크,75.92,202103,15,"23,000",12,2018,배골길 32-4,
강원도 동해시 이도동,155,155,0,이도1주공,49.62,202103,18,"5,500",15,1999,이원길 180-2,
강원도 동해시 이도동,154,154,0,이도2주공,59.39,202103,1,"7,500",12,1999,이원길 180-2,
강원도 동해시 이도동,154,154,0,이도2주공,59.39,202103,7,"8,700",5,1999,이원길 180-2,
강원도 동해시 이도동,154,154,0,이도2주공,59.39,202103,8,"7,600",4,1999,이원길 180-2,
강원도 동해시 이도동,154,154,0,이도2주공,59.39,202103,8,"7,600",4,1999,이원길 180-2,
강원도 동해시 이도동,154,154,0,이도2주공,59.39,202103,10,"7,500",4,1999,이원길 180-2,
강원도 동해시 이도동,154,154,0,이도2주공,59.39,202103,11,"8,400",5,1999,이원길 180-2,
강원도 동해시 이도동,172,172,0,현대,84.99,202103,10,"10,000",2,1996,이원길 180,
강원도 동해시 이도동,172,172,0,현대,59.97,202103,11,"7,450",5,1996,이원길 180,
강원도 동해시 이도동,172,172,0,현대,132.33,202103,24,"16,000",10,1996,이원길 180,
강원도 동해시 이로동,433-31,433,31,동해규수방,41.94,202103,12,"3,000",4,2007,월평로 49,
강원도 동해시 이로동,433-31,433,31,동해규수방,41.94,202103,15,"3,000",1,2007,월평로 49,
강원도 동해시 천곡동,1077-2,1077,2,동아,77.58,202103,2,"12,000",5,1992,천곡로 56-3,
강원도 동해시 천곡동,1077-2,1077,2,동아,77.58,202103,10,"10,000",15,1992,천곡로 56-6,
강원도 동해시 천곡동,1077-2,1077,2,동아,77.58,202103,19,"11,500",7,1992,천곡로 56-3,
강원도 동해시 천곡동,Feb-91,91,2,롯데,59.88,202103,11,"9,300",4,1996,감추7길 22-11,
강원도 동해시 천곡동,Feb-91,91,2,롯데,59.88,202103,20,"8,000",6,1996,감추7길 22-11,
강원도 동해시 천곡동,1077,1077,0,삼성,59.16,202103,11,"8,000",8,1991,대학로 31,
강원도 동해시 천곡동,802-1,802,1,유공타워,59.256,202103,7,"8,500",15,1996,천곡1길 3,
강원도 동해시 천곡동,1080,1080,0,천곡주공1차,43.97,202103,10,"5,400",5,1983,천곡로 20,
강원도 동해시 천곡동,415,415,0,천곡주공4차,39.99,202103,4,"6,000",1,1989,샘실1길 5,
강원도 동해시 천곡동,415,415,0,천곡주공4차,39.6,202103,4,"5,400",1,1989,샘실1길 5,
강원도 동해시 천곡동,415,415,0,천곡주공4차,39.69,202103,6,"4,900",3,1989,샘실1길 5,
강원도 동해시 천곡동,415,415,0,천곡주공4차,39.6,202103,19,"3,750",4,1989,샘실1길 5,
강원도 동해시 천곡동,415,415,0,천곡주공4차,39.3,202103,20,"4,800",4,1989,샘실1길 5,
강원도 동해시 천곡동,415,415,0,천곡주공4차,47.01,202103,20,"5,400",3,1989,샘실1길 5,
강원도 동해시 천곡동,794,794,0,한양3차,39.1,202103,1,"5,000",4,1992,천곡로 15,
강원도 동해시 천곡동,1103,1103,0,한양수자인,72.144,202103,8,"17,500",8,2016,평릉1길 37-1,
강원도 동해시 천곡동,380-2,380,2,현대1차,84.945,202103,12,"12,500",15,1992,한섬로 8,
강원도 동해시 평릉동,449,449,0,동해하나리움,59.9844,202103,13,"13,800",5,2010,평원로 115,
강원도 동해시 평릉동,450,450,0,엘리시아,84.9162,202103,8,"23,200",13,2010,평원로 107,
강원도 동해시 평릉동,456,456,0,코아루디오션,84.9694,202103,10,"25,300",13,2014,평원로 100,
강원도 동해시 평릉동,456,456,0,코아루디오션,84.9788,202103,17,"26,000",14,2014,평원로 100,
강원도 동해시 효가동,480,480,0,동아더프라임1단지,84.9714,202103,15,"17,000",9,2013,양지길 20-2,
강원도 동해시 효가동,480,480,0,동아더프라임1단지,84.9027,202103,18,"15,000",8,2013,양지길 20-2,
강원도 동해시 효가동,480,480,0,동아더프라임1단지,59.9798,202103,19,"12,000",14,2013,양지길 20-2,
강원도 동해시 효가동,481,481,0,동아더프라임2단지,59.9798,202103,8,"13,700",2,2013,양지길 20-1,
강원도 동해시 효가동,248,248,0,명보2차,59.64,202103,11,"6,700",10,1994,효가로 10-2,
강원도 삼척시 건지동,176,176,0,코아루플러스,75.309,202103,24,"18,500",3,2015,엑스포로 173,
강원도 삼척시 교동,793,793,0,e편한세상삼척교동,74.7748,202103,6,"23,000",8,2018,하실길 72,
강원도 삼척시 교동,793,793,0,e편한세상삼척교동,74.7748,202103,6,"23,000",8,2018,하실길 72,
강원도 삼척시 교동,793,793,0,e편한세상삼척교동,59.8769,202103,10,"18,200",15,2018,하실길 72,
강원도 삼척시 교동,788,788,0,교동지웰,84.869,202103,4,"24,500",7,2018,동해대로 4183,
강원도 삼척시 교동,788,788,0,교동지웰,72.7148,202103,12,"21,500",14,2018,동해대로 4183,
강원도 삼척시 교동,788,788,0,교동지웰,72.7148,202103,12,"21,500",14,2018,동해대로 4183,20210323
강원도 삼척시 교동,757,757,0,교동청솔2차,59.85,202103,3,"8,900",8,2003,정상로 81,
강원도 삼척시 교동,733-1,733,1,교동코아루,60,202103,4,"10,250",4,2005,교동로 133,
강원도 삼척시 교동,501-5,501,5,동부,59.83,202103,4,"7,700",5,1996,동해대로 4273,
강원도 삼척시 교동,555,555,0,현대,59.62,202103,9,"7,500",15,1997,봉황로 147,
강원도 삼척시 근덕면 교가리,378-1,378,1,행남,59.85,202103,19,"4,500",5,1995,교가2길 19,
강원도 삼척시 남양동,05-06,5,6,강부맨션,66.92,202103,8,"8,000",4,1991,봉황로 91-36,
강원도 삼척시 남양동,336-6,336,6,백조맨션3차,79.99,202103,3,"7,500",4,1990,남양길 41-39,
강원도 삼척시 마달동,Apr-53,53,4,누가,27.18,202103,22,"2,150",1,1995,마달1길 75,
강원도 삼척시 정상동,356-2,356,2,강부3차,58.71,202103,8,"6,150",13,1995,동해대로 4122-20,
강원도 삼척시 정상동,356-2,356,2,강부3차,58.71,202103,24,"5,400",15,1995,동해대로 4122-20,
강원도 삼척시 정상동,475,475,0,경림한아름,84.686,202103,5,"15,000",12,2003,정상로 23,
강원도 삼척시 정상동,457-3,457,3,석미,56.97,202103,2,"8,200",12,1998,청석로 78,
강원도 삼척시 정상동,457-3,457,3,석미,56.97,202103,9,"7,200",6,1998,청석로 78,
강원도 삼척시 정상동,455-1,455,1,영진(다),51.09,202103,10,"2,300",5,1990,동해대로 4025-10,
강원도 삼척시 정상동,455-1,455,1,영진(다),51.09,202103,12,"3,400",4,1990,동해대로 4025-10,
강원도 삼척시 정상동,316-3,316,3,유성,59.43,202103,2,"5,500",2,1999,동해대로 4044-13,
강원도 삼척시 정상동,316-3,316,3,유성,59.43,202103,5,"5,300",10,1999,동해대로 4044-13,
강원도 삼척시 정상동,316-3,316,3,유성,48.03,202103,8,"4,200",3,1999,동해대로 4044-13,
강원도 삼척시 정상동,316-3,316,3,유성,59.43,202103,12,"4,950",1,1999,동해대로 4044-13,
강원도 삼척시 정상동,316-3,316,3,유성,59.43,202103,19,"5,600",4,1999,동해대로 4044-13,
강원도 삼척시 정상동,316-3,316,3,유성,59.43,202103,22,"5,800",7,1999,동해대로 4044-13,
강원도 삼척시 정상동,316-3,316,3,유성,48.03,202103,23,"4,000",10,1999,동해대로 4044-13,
강원도 삼척시 정상동,316-3,316,3,유성,59.43,202103,24,"5,500",2,1999,동해대로 4044-13,
강원도 삼척시 정상동,316-3,316,3,유성,48.03,202103,25,"4,100",12,1999,동해대로 4044-13,
강원도 삼척시 정상동,457-1,457,1,청솔1차,59.85,202103,10,"8,100",10,2002,청석로 64,
강원도 삼척시 정상동,457-1,457,1,청솔1차,59.85,202103,13,"8,050",10,2002,청석로 64,
강원도 삼척시 정상동,457-1,457,1,청솔1차,59.85,202103,24,"8,000",12,2002,청석로 64,
강원도 삼척시 정상동,473,473,0,현진에버빌,64.564,202103,9,"15,200",6,2005,정상로 35,
강원도 속초시 교동,1029,1029,0,남광하우스토리,59.5144,202103,4,"19,900",13,2011,동해대로 4284,
강원도 속초시 교동,1029,1029,0,남광하우스토리,59.5144,202103,4,"19,900",13,2011,동해대로 4284,
강원도 속초시 교동,1029,1029,0,남광하우스토리,59.5144,202103,4,"21,000",10,2011,동해대로 4284,
강원도 속초시 교동,1029,1029,0,남광하우스토리,84.998,202103,9,"23,500",6,2011,동해대로 4284,
강원도 속초시 교동,1029,1029,0,남광하우스토리,59.5144,202103,16,"16,800",1,2011,동해대로 4284,
강원도 속초시 교동,1029,1029,0,남광하우스토리,84.998,202103,18,"23,300",7,2011,동해대로 4284,
강원도 속초시 교동,1029,1029,0,남광하우스토리,59.5144,202103,19,"18,500",2,2011,동해대로 4284,
강원도 속초시 교동,1029,1029,0,남광하우스토리,35.354,202103,22,"13,400",20,2011,동해대로 4284,
강원도 속초시 교동,783,783,0,대명늘푸른,39.8354,202103,9,"7,550",5,2000,미시령로3337번길 10,
강원도 속초시 교동,783,783,0,대명늘푸른,39.8354,202103,10,"8,500",11,2000,미시령로3337번길 10,
강원도 속초시 교동,783,783,0,대명늘푸른,59.9584,202103,16,"10,800",3,2000,미시령로3337번길 7,
강원도 속초시 교동,783,783,0,대명늘푸른,59.9584,202103,17,"11,200",15,2000,미시령로3337번길 7,
강원도 속초시 교동,783,783,0,대명늘푸른,59.9584,202103,19,"11,900",14,2000,미시령로3337번길 7,
강원도 속초시 교동,781-1,781,1,동부,60,202103,6,"13,500",16,1997,미시령로3359번길 15,
강원도 속초시 교동,781-1,781,1,동부,60,202103,6,"14,750",17,1997,미시령로3359번길 15,
강원도 속초시 교동,781-1,781,1,동부,84.96,202103,11,"13,000",1,1997,미시령로3359번길 15,
강원도 속초시 교동,781-1,781,1,동부,126.652,202103,15,"21,800",12,1997,미시령로3359번길 15,
강원도 속초시 교동,781-1,781,1,동부,126.652,202103,19,"21,800",13,1997,미시령로3359번길 15,
강원도 속초시 교동,781-1,781,1,동부,60,202103,20,"10,500",1,1997,미시령로3359번길 15,
강원도 속초시 교동,781-1,781,1,동부,84.96,202103,23,"15,800",10,1997,미시령로3359번길 15,
강원도 속초시 교동,781-1,781,1,동부,60,202103,24,"11,400",2,1997,미시령로3359번길 15,
강원도 속초시 교동,800-14,800,14,럭키,64.365,202103,12,"12,900",5,1986,만리공원길 6,
강원도 속초시 교동,800-14,800,14,럭키,72.465,202103,15,"14,000",3,1986,만리공원길 6,
강원도 속초시 교동,800-14,800,14,럭키,64.365,202103,20,"13,000",3,1986,만리공원길 6,
강원도 속초시 교동,800-14,800,14,럭키,72.465,202103,24,"13,200",4,1986,만리공원길 6,
강원도 속초시 교동,767-224,767,224,럭키설악1,84.93,202103,11,"13,800",14,1991,만천4길 1,
강원도 속초시 교동,767-224,767,224,럭키설악1,84.93,202103,19,"14,000",7,1991,만천4길 1,
강원도 속초시 교동,620-13,620,13,럭키설악2,84.991,202103,6,"16,900",15,1992,미시령로 3409,
강원도 속초시 교동,620-13,620,13,럭키설악2,84.991,202103,8,"15,500",8,1992,미시령로 3409,
강원도 속초시 교동,800-68,800,68,로얄2,49.74,202103,21,"7,000",1,1987,만리공원길 16,
강원도 속초시 교동,904-6,904,6,로얄나하나(904-6),59.97,202103,8,"8,650",3,1993,만천1길 43,
강원도 속초시 교동,904-6,904,6,로얄나하나(904-6),59.97,202103,15,"7,800",12,1993,만천1길 43,
강원도 속초시 교동,904-6,904,6,로얄나하나(904-6),59.97,202103,17,"8,500",5,1993,만천1길 43,
강원도 속초시 교동,904-6,904,6,로얄나하나(904-6),56.64,202103,20,"7,800",5,1993,만천1길 43,
강원도 속초시 교동,1027,1027,0,명지미래힐,84.9295,202103,18,"21,000",7,2006,미시령로3337번길 20,
강원도 속초시 교동,924,924,0,삼호,43.26,202103,22,"6,500",11,1995,밤골3길 27,
강원도 속초시 교동,923,923,0,삼환,54.58,202103,4,"9,500",10,1994,밤골3길 39,
강원도 속초시 교동,923,923,0,삼환,54.58,202103,8,"9,800",10,1994,밤골3길 39,
강원도 속초시 교동,923,923,0,삼환,96.42,202103,10,"17,000",9,1994,밤골3길 39,
강원도 속초시 교동,923,923,0,삼환,96.42,202103,11,"14,800",4,1994,밤골3길 39,
강원도 속초시 교동,628-1,628,1,서울대명1,71.19,202103,5,"10,000",9,1991,번영로43번길 11,
강원도 속초시 교동,984,984,0,석미모닝파크,73.1,202103,4,"16,200",1,2005,수복로 12,
강원도 속초시 교동,619-33,619,33,설악현대,63.405,202103,2,"12,900",14,1992,미시령로3389번길 10,
강원도 속초시 교동,619-33,619,33,설악현대,63.405,202103,3,"10,500",9,1992,미시령로3389번길 10,
